PRT_ID,AREA,INT_SQFT,SALE_YEAR,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILD_YEAR,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE,INF_PRICE,NO. YEARS PASSED,1+0.04,Z*AA
P08345,Adyar,800,2008,06-02-2008,48,1,1,2,Partial,No,14-02-1975,1975,House,NoSewer ,Gravel,C,2.5,2.7,4.9,3.74,197853,58192,5819195,21230641.04,33,1.04,3.648381097
P05412,Karapakkam,1617,2010,28-02-2010,87,2,2,4,Partial,No,08-03-1979,1979,House,NoSewer ,No Access,A,4.6,4.2,2.1,3.48,197815,53072,4824750,16274525.42,31,1.04,3.37313341
P01098,Chrompet,806,2012,28-12-2012,199,1,1,3,Ab Normal,No,02-01-1993,1993,Others,ELO,Gravel,RL,3.4,4.9,4.9,4.45,231790,49669,8278220,17440960.99,19,1.04,2.106849176
P09348,Velachery,1693,2007,08-01-2007,157,2,1,4,Ab Normal,No,20-01-1960,1960,House,ELO,Paved,A,2.9,3.1,2.5,2.87,223392,70209,6382640,40324342.67,47,1.04,6.317815617
P00033,Chrompet,1187,2015,30-01-2015,89,1,1,3,Normal Sale,No,05-02-1991,1991,Others,AllPub,No Access,RH,3.8,3,4,3.54,234897,75503,8389190,21504045.67,24,1.04,2.563304165
P08982,T Nagar,1810,2007,25-05-2007,165,2,1,5,Normal Sale,No,05-06-1963,1963,Others,AllPub,No Access,RM,4.5,2.1,4.6,3.945,416985,161414,13451130,75548474.47,44,1.04,5.616515078
P05427,Karapakkam,575,2010,26-02-2010,200,1,1,2,Partial,No,08-03-1969,1969,House,NoSewer ,Paved,C,3.5,3.6,4.7,4.01,95798,24722,3090250,15429808.16,41,1.04,4.993061453
P02516,KK Nagar,2351,2011,19-09-2011,28,4,2,6,Adj Land,No,25-09-1987,1987,Commercial,NoSewer ,Gravel,RL,2.9,3.9,2.2,2.92,888724,370302,18515080,47459781.68,24,1.04,2.563304165
P00753,Chrompet,1196,2013,18-08-2013,164,1,1,3,Partial,No,27-08-1978,1978,Others,AllPub,Paved,RL,4.6,2.4,3.5,3.39,228994,128237,9159770,36145267.59,35,1.04,3.946088994
P09239,Velachery,1685,2007,15-02-2007,116,2,1,4,Partial,No,28-02-1955,1955,Others,NoSewer ,No Access,I,2.8,4.1,2.1,3.18,286437,95479,7344540,56454458.22,52,1.04,7.686588707
P04820,Karapakkam,1119,2010,25-06-2010,96,1,1,3,Family,No,26-06-2005,2005,House,NoSewer ,Gravel,I,5,4.3,2.8,3.91,211688,72768,6615250,8048463.113,5,1.04,1.216652902
P00563,Chrompet,1229,2014,03-01-2014,120,2,1,4,Adj Land,No,06-01-2002,2002,House,AllPub,Paved,RH,4.4,3.9,4.5,4.23,293357,45837,9167400,14677302.76,12,1.04,1.601032219
P08221,Anna Nagar,1510,2008,19-03-2008,13,1,1,4,Adj Land,No,30-03-1967,1967,Others,NoSewer ,Paved,RM,4.4,4.4,3.1,3.88,426289,100303,12537920,62602605.05,41,1.04,4.993061453
P03652,Karapakkam,872,2011,07-02-2011,34,1,1,2,Adj Land,No,11-02-1993,1993,House,ELO,Gravel,I,2.3,3.9,2.5,2.86,224777,115270,5763500,11675793.49,18,1.04,2.025816515
P00911,Chrompet,1232,2013,06-05-2013,74,2,1,4,Ab Normal,No,14-05-1980,1980,Commercial,ELO,No Access,RH,4.2,3,3,3.36,328265,194527,12157950,44356834.95,33,1.04,3.648381097
P01748,Karapakkam,1538,2012,14-02-2012,99,2,2,4,Family,No,17-02-2000,2000,Others,NoSewer ,No Access,RL,3.1,2.6,3,2.91,369921,176919,8041750,12875100.84,12,1.04,1.601032219
P02191,Velachery,1923,2011,18-11-2011,5,3,2,5,Adj Land,No,20-11-2003,2003,Others,NoSewer ,No Access,RH,2.6,2.6,2.8,2.66,317722,153737,10249110,14026614.74,8,1.04,1.36856905
P05377,Karapakkam,799,2010,06-03-2010,188,1,1,2,Adj Land,No,18-03-1961,1961,House,AllPub,Paved,C,2.6,5,4.7,4.16,171810,81610,4295250,29350943.89,49,1.04,6.833349371
P04418,Karapakkam,1670,2010,05-09-2010,180,2,2,4,Family,No,16-09-1965,1965,Commercial,NoSewer ,Paved,RH,3.2,2.9,4.7,3.71,497413,219787,11567750,67569259.99,45,1.04,5.841175681
P00800,Chrompet,1211,2013,14-07-2013,12,2,1,4,Normal Sale,No,18-07-1996,1996,Others,NoSewer ,Gravel,RL,4.3,2.9,2.6,3.23,257196,102878,10287820,20039649.68,17,1.04,1.947900496
P04230,Karapakkam,1501,2010,10-10-2010,89,2,2,4,Ab Normal,No,16-10-1987,1987,Commercial,NoSewer ,Gravel,I,3.7,4.1,3.1,3.58,528156,99029,11003250,27119881.3,23,1.04,2.464715543
P08640,Velachery,1573,2007,11-10-2007,4,2,1,4,Normal Sale,No,21-10-1966,1966,Others,NoSewer ,Paved,I,3.5,3.4,2.4,3.13,246883,131671,8229420,41089999.78,41,1.04,4.993061453
P03772,Adyar,795,2011,13-01-2011,139,1,1,2,Normal Sale,No,19-01-1985,1985,House,NoSewer ,Paved,RM,2.1,4.5,4.5,3.78,305575,49553,8258790,22897245.73,26,1.04,2.772469785
P04117,T Nagar,1645,2010,03-11-2010,175,1,1,4,Normal Sale,No,11-11-1979,1979,House,NoSewer ,Gravel,RH,2.3,5,4.2,3.83,309688,80289,11469920,38689570.37,31,1.04,3.37313341
P03289,Adyar,961,2011,19-04-2011,41,1,1,3,Partial,No,28-04-1975,1975,Commercial,NoSewer ,Paved,C,2.5,2.8,2.6,2.61,311176,58345,9724240,39907625.1,36,1.04,4.103932554
P00633,Anna Nagar,1814,2013,19-11-2013,98,2,1,5,Family,No,30-11-1969,1969,Commercial,NoSewer ,Gravel,RM,3.3,3.6,5,4.055,702322,392474,20656530,116017712.2,44,1.04,5.616515078
P05613,Karapakkam,1650,2010,25-01-2010,151,2,2,4,Adj Land,No,26-01-2005,2005,House,ELO,No Access,RH,2.2,2.5,4.7,3.29,229163,190969,7638750,9293707.358,5,1.04,1.216652902
P03496,KK Nagar,2042,2011,17-03-2011,64,3,2,5,Normal Sale,No,18-03-2006,2006,Commercial,NoSewer ,Paved,RM,2.6,2.8,4.7,3.5,815534,237864,16990300,20671297.81,5,1.04,1.216652902
P07471,T Nagar,1852,2008,30-10-2008,174,2,1,5,Partial,No,07-11-1976,1976,Commercial,ELO,Gravel,RL,4.1,4.7,4.2,4.295,588755,284226,20301890,71220222.79,32,1.04,3.508058747
P09854,Velachery,1727,2005,04-02-2005,23,2,1,4,Ab Normal,No,06-02-1999,1999,House,AllPub,Gravel,RL,4.9,4.2,3.7,4.23,367740,157603,10506870,13294542.44,6,1.04,1.265319018
P09191,Velachery,1740,2007,04-03-2007,179,2,1,4,Ab Normal,No,11-03-1979,1979,Commercial,NoSewer ,Gravel,RL,4.7,4.8,2.8,4.18,528738,287029,15106810,45300841.29,28,1.04,2.998703319
P02518,Chrompet,1119,2011,18-09-2011,97,1,1,3,Adj Land,No,21-09-1998,1998,House,NoSewer ,Paved,RM,4.3,4.2,3.5,4.02,311109,165277,9722150,16188094.4,13,1.04,1.665073507
P08963,Chrompet,1174,2007,03-06-2007,95,1,1,3,Partial,No,06-06-1994,1994,Commercial,NoSewer ,Paved,RH,2.1,2.1,3.4,2.49,307904,147794,12316150,20507295.08,13,1.04,1.665073507
P08165,T Nagar,1646,2008,04-04-2008,45,1,1,4,Normal Sale,No,15-04-1964,1964,Others,NoSewer ,Gravel,RL,2.1,2.4,2.8,2.49,328119,75720,12619960,70880195.63,44,1.04,5.616515078
P05041,Karapakkam,1071,2010,11-05-2010,16,1,1,3,Ab Normal,No,12-05-2004,2004,House,NoSewer ,Gravel,RH,3.2,4.5,3.8,3.83,228192,178275,7131000,9022989.921,6,1.04,1.265319018
P07102,Chrompet,834,2009,25-02-2009,10,1,1,3,Ab Normal,No,02-03-1988,1988,Others,NoSewer ,No Access,RL,2.9,2.4,2,2.43,192762,114229,7139330,16268877.24,21,1.04,2.278768069
P07399,KK Nagar,1740,2008,25-11-2008,100,2,1,4,Adj Land,No,30-11-1988,1988,House,AllPub,Gravel,RH,2.6,2.4,3.9,3.06,291792,155622,9726400,21311740.14,20,1.04,2.191123143
P04022,Karapakkam,1388,2010,23-11-2010,102,2,2,4,Family,No,28-11-1990,1990,Commercial,NoSewer ,Paved,RM,3.1,4.2,4.3,3.91,544364,130174,11834000,25929751.27,20,1.04,2.191123143
P07525,KK Nagar,1897,2008,14-10-2008,157,3,2,5,Adj Land,No,16-10-2001,2001,House,NoSewer ,Gravel,RH,2.2,3.3,2.7,2.73,394050,259244,10369740,13645870.41,7,1.04,1.315931779
P04615,Karapakkam,1074,2010,30-07-2010,13,1,1,3,Family,No,10-08-1965,1965,Commercial,NoSewer ,No Access,I,3.9,2.1,4.1,3.44,341255,130694,7260750,42411316.33,45,1.04,5.841175681
P02544,Karapakkam,1332,2011,13-09-2011,120,1,1,3,Family,No,15-09-2003,2003,House,NoSewer ,Paved,I,2.2,4.7,2.6,3.11,232668,155112,6463000,8845061.773,8,1.04,1.36856905
P08393,Adyar,702,2008,17-01-2008,21,1,1,2,Normal Sale,No,25-01-1976,1976,Others,AllPub,Paved,C,4.5,4.8,5,4.81,201823,23744,5935980,20823766.56,32,1.04,3.508058747
P02852,KK Nagar,2310,2011,12-07-2011,125,4,2,6,Family,No,18-07-1985,1985,Others,NoSewer ,Gravel,RM,3.8,3.4,4.8,4.08,636349,155841,12986720,36005288.8,26,1.04,2.772469785
P02799,Chrompet,1268,2011,24-07-2011,122,2,1,4,Adj Land,No,02-08-1975,1975,House,NoSewer ,No Access,RH,3.1,3.8,3.5,3.5,223121,135466,7968600,32702596.95,36,1.04,4.103932554
P08531,Anna Nagar,1876,2007,19-11-2007,27,2,1,5,Family,No,20-11-2002,2002,Commercial,ELO,Gravel,RL,3.2,5,2.8,3.49,736659,378853,21047400,25607380.3,5,1.04,1.216652902
P04021,Anna Nagar,1816,2010,24-11-2010,178,2,1,5,Family,No,27-11-1997,1997,House,NoSewer ,No Access,RM,2.7,3.2,2.9,2.905,344008,135146,12286010,20457109.76,13,1.04,1.665073507
P09867,Velachery,1588,2005,08-01-2005,14,2,1,4,Family,No,14-01-1982,1982,Others,NoSewer ,No Access,RM,5,4.8,4.4,4.73,326956,125013,9616360,23701591.96,23,1.04,2.464715543
P00990,Chrompet,728,2013,15-03-2013,128,1,1,2,Family,No,21-03-1991,1991,House,NoSewer ,No Access,RL,3.9,3.1,3.7,3.52,197360,37005,6167500,14616474.15,22,1.04,2.369918792
P07704,Chrompet,1063,2008,28-08-2008,43,1,1,3,Partial,No,29-08-2004,2004,House,NoSewer ,Gravel,RH,2.3,4.3,4.2,3.67,271108,131446,8215400,9610856.014,4,1.04,1.16985856
P09784,Velachery,1514,2005,28-07-2005,170,2,1,4,Ab Normal,No,03-08-1980,1980,House,AllPub,Paved,RL,3.3,3.2,2.6,3.05,310711,159794,8877450,23665828.74,25,1.04,2.665836331
P07936,Adyar,793,2008,18-06-2008,29,1,1,2,Ab Normal,No,21-06-1998,1998,Commercial,ELO,Paved,C,4.2,3.4,4,3.94,333501,72108,9013550,13342255.87,10,1.04,1.480244285
P09958,Velachery,1633,2004,10-07-2004,10,2,1,4,Family,No,22-07-1957,1957,Others,AllPub,Paved,RM,3.1,4.2,4.2,3.93,353974,192157,10113540,63895480.96,47,1.04,6.317815617
P01803,KK Nagar,1307,2012,06-02-2012,104,1,1,3,Normal Sale,No,09-02-1998,1998,Commercial,NoSewer ,Paved,RM,5,3.2,3.9,4.02,546281,223479,12415480,21499594.3,14,1.04,1.731676448
P00011,Chrompet,1006,2015,12-02-2015,38,1,1,3,Ab Normal,No,17-02-1993,1993,House,ELO,Gravel,RH,5,2.1,3.5,3.39,218996,39107,7821300,18535845.84,22,1.04,2.369918792
P04213,Karapakkam,1289,2010,15-10-2010,109,1,1,3,Ab Normal,No,17-10-2003,2003,Others,ELO,No Access,RL,4.9,3.9,4.2,4.32,223804,89522,7460125,9817015.565,7,1.04,1.315931779
P06629,KK Nagar,2156,2009,11-07-2009,54,3,2,5,Normal Sale,No,14-07-1997,1997,House,NoSewer ,Paved,RM,3,4.5,4,3.85,386717,284351,11374040,18210204.5,12,1.04,1.601032219
P09787,Velachery,1726,2005,23-07-2005,82,2,1,4,Family,No,03-08-1962,1962,Others,NoSewer ,Paved,RH,3.6,4.5,3.6,4.01,360793,175771,9251110,49960575.78,43,1.04,5.400495268
P01986,Chrompet,830,2012,02-01-2012,39,1,1,3,Partial,No,08-01-1988,1988,House,NoSewer ,Paved,RM,2.1,2.7,3.5,2.76,205308,53228,7604000,19491364.87,24,1.04,2.563304165
P00432,T Nagar,1953,2014,20-04-2014,67,2,1,5,Normal Sale,No,27-04-1986,1986,House,NoSewer ,No Access,RH,4.1,3.4,3.8,3.79,342956,141913,11826060,35462845.37,28,1.04,2.998703319
P03051,KK Nagar,2254,2011,06-06-2011,60,4,2,6,Normal Sale,No,10-06-1994,1994,Others,AllPub,Paved,RM,4.5,2.9,4.4,3.98,630298,295854,12863220,25056272.61,17,1.04,1.947900496
P04045,Karapakkam,877,2010,17-11-2010,125,1,1,2,Partial,No,18-11-2004,2004,Others,ELO,Gravel,RL,2.5,4.3,5,4.04,319764,71059,7105875,8991198.781,6,1.04,1.265319018
P01512,T Nagar,1510,2012,27-03-2012,144,1,1,4,Partial,No,30-03-2001,2001,Commercial,NoSewer ,Paved,RL,5,2.7,5,4.425,435374,261225,17414970,26809546.21,11,1.04,1.539454056
P05981,Velachery,1811,2009,16-11-2009,47,3,2,5,Adj Land,No,18-11-2002,2002,Others,ELO,Gravel,RH,5,2.5,3.8,3.52,332002,199201,11066740,14563074.86,7,1.04,1.315931779
P08436,Chrompet,1269,2008,02-01-2008,31,2,1,4,Partial,No,08-01-1983,1983,Commercial,NoSewer ,Paved,RL,4,4.6,2.7,3.85,410105,82021,13670150,36442382.53,25,1.04,2.665836331
P07759,Velachery,1908,2008,10-08-2008,24,3,2,5,Ab Normal,No,16-08-1984,1984,Commercial,NoSewer ,Paved,I,4.5,3.3,3.1,3.54,554073,131228,14580880,37375230.43,24,1.04,2.563304165
P03315,Karapakkam,1305,2011,14-04-2011,71,1,1,3,Adj Land,No,18-04-1994,1994,Others,AllPub,No Access,RH,2.4,2.7,3.7,3.01,303182,137154,7218625,14061163.21,17,1.04,1.947900496
P01851,Karapakkam,1115,2012,27-01-2012,14,1,1,3,Adj Land,No,05-02-1975,1975,Others,ELO,No Access,A,3.5,3.9,2.4,3.18,139404,38019,4224375,18030012.09,37,1.04,4.268089856
P01086,Chrompet,837,2013,05-01-2013,196,1,1,3,Normal Sale,No,07-01-2006,2006,Others,AllPub,Gravel,RH,4.8,4,3.2,4,216214,108107,8315940,10943209.72,7,1.04,1.315931779
P07980,Velachery,1892,2008,02-06-2008,196,3,2,5,Family,No,15-06-1959,1959,Others,ELO,Paved,RL,4.5,2.3,4,3.36,355144,101470,10146980,69337859.4,49,1.04,6.833349371
P06706,Chrompet,797,2009,19-06-2009,69,1,1,2,Partial,No,28-06-1972,1972,Others,AllPub,Gravel,RH,3.3,4,3.2,3.55,222600,93348,7180640,30647616.74,37,1.04,4.268089856
P07503,Adyar,741,2008,20-10-2008,157,1,1,2,Family,No,27-10-1982,1982,Commercial,NoSewer ,Gravel,C,3.3,3.2,4.6,3.93,265839,70890,8861290,24567658.78,26,1.04,2.772469785
P08002,Chrompet,726,2008,25-05-2008,112,1,1,2,Normal Sale,No,02-06-1979,1979,Commercial,NoSewer ,No Access,RL,5,3.5,3.1,3.83,253522,63380,9054350,28237361.77,29,1.04,3.118651452
P05775,Karapakkam,1125,2009,24-12-2009,155,1,1,3,Normal Sale,No,06-01-1960,1960,House,AllPub,Gravel,RL,3.1,2.8,3.9,3.33,343824,179075,7163000,48947281.55,49,1.04,6.833349371
P00426,T Nagar,1993,2014,25-04-2014,187,2,1,5,Adj Land,No,02-05-1984,1984,Others,NoSewer ,No Access,RM,4.5,3.1,3.2,3.565,399517,162766,14796940,47992358.35,30,1.04,3.24339751
P04110,Chrompet,1191,2010,05-11-2010,196,1,1,3,Normal Sale,No,13-11-1977,1977,Others,ELO,Gravel,RL,3.3,3.5,2.8,3.23,298574,163734,9631420,35139090.66,33,1.04,3.648381097
P01643,Karapakkam,682,2012,04-03-2012,31,1,1,2,Family,No,08-03-1999,1999,House,AllPub,No Access,RL,4.1,2.4,3.1,3.19,188116,42998,5374750,8949353.833,13,1.04,1.665073507
P06367,Karapakkam,516,2009,04-09-2009,115,1,1,2,Normal Sale,No,15-09-1965,1965,Others,NoSewer ,Gravel,RM,3.6,4,2.5,3.28,233785,107415,6318500,35487950.52,44,1.04,5.616515078
P08728,Anna Nagar,1634,2007,08-09-2007,21,1,1,4,Adj Land,No,18-09-1965,1965,House,AllPub,Gravel,RL,2.3,5,4.8,3.975,452062,195486,12217890,63444862.62,42,1.04,5.192783911
P00730,Chrompet,1061,2013,04-09-2013,119,1,1,3,Ab Normal,No,12-09-1980,1980,Others,NoSewer ,No Access,RM,3.2,4,4,3.76,216508,112584,8660320,31596147.78,33,1.04,3.648381097
P05155,Karapakkam,561,2010,18-04-2010,114,1,1,2,Partial,No,25-04-1982,1982,Commercial,NoSewer ,Gravel,RH,3.3,2.4,4,3.31,274125,159375,6375000,19116733.66,28,1.04,2.998703319
P01073,Chrompet,1111,2013,11-01-2013,89,1,1,3,Adj Land,No,17-01-1991,1991,Commercial,NoSewer ,Gravel,RM,4,3.5,4.7,4.01,455946,128235,14248300,33767313.92,22,1.04,2.369918792
P01472,Anna Nagar,1884,2012,17-04-2012,114,2,1,5,Normal Sale,No,28-04-1969,1969,Others,ELO,No Access,RL,2.6,3.7,3.5,3.235,394302,178072,12719430,68691221.52,43,1.04,5.400495268
P08084,KK Nagar,1413,2008,02-05-2008,43,2,1,4,Partial,No,05-05-1999,1999,Others,NoSewer ,Gravel,RL,4.2,3.8,2.2,3.28,378882,85248,9472040,13481666.42,9,1.04,1.423311812
P02261,KK Nagar,2443,2011,04-11-2011,84,4,2,6,Normal Sale,No,06-11-2001,2001,House,AllPub,Paved,RH,4.2,2,2.7,2.94,405526,202763,11264600,16674359.77,10,1.04,1.480244285
P05522,Chrompet,1293,2010,09-02-2010,174,2,1,4,Normal Sale,No,10-02-2006,2006,House,AllPub,Paved,RL,4.1,4.7,2.1,3.74,245385,117785,9815400,11482629.71,4,1.04,1.16985856
P08766,Velachery,1938,2007,28-08-2007,178,3,2,5,Adj Land,No,08-09-1963,1963,Commercial,AllPub,Paved,RM,2.3,4.6,2.1,3.28,649862,249947,16663130,93588720.9,44,1.04,5.616515078
P09813,Velachery,1629,2005,20-05-2005,77,2,1,4,Ab Normal,No,03-06-1951,1951,House,NoSewer ,Gravel,RL,3,3.5,4,3.53,269665,134832,8988830,74731463.81,54,1.04,8.313814346
P02762,Karapakkam,501,2011,03-08-2011,123,1,1,2,Adj Land,No,09-08-1985,1985,Others,NoSewer ,Gravel,RH,4.4,2,2.8,3.04,194456,88894,5555875,15403495.57,26,1.04,2.772469785
P03228,Karapakkam,1042,2011,30-04-2011,78,1,1,3,Partial,No,10-05-1969,1969,House,NoSewer ,Paved,I,4.9,2.5,3.5,3.62,220902,105431,5020500,26070371.63,42,1.04,5.192783911
P02751,Karapakkam,1396,2011,05-08-2011,139,2,2,4,Ab Normal,No,15-08-1970,1970,House,ELO,Gravel,C,4.9,4.7,3,4.08,217791,72597,6049750,30206773.53,41,1.04,4.993061453
P04127,Karapakkam,1622,2010,31-10-2010,127,2,2,4,Ab Normal,No,03-11-1999,1999,Others,NoSewer ,Paved,C,3.3,4,4.7,4.07,295980,177588,7399500,11391190.29,11,1.04,1.539454056
P00713,T Nagar,1727,2013,23-09-2013,92,1,1,4,Partial,No,26-09-2000,2000,House,NoSewer ,No Access,RH,4,4.6,3.8,4.06,274541,116152,10559260,17581944.08,13,1.04,1.665073507
P04532,Karapakkam,706,2010,13-08-2010,109,1,1,2,Partial,No,19-08-1984,1984,Commercial,NoSewer ,Gravel,RM,4.6,2.4,3.3,3.42,333900,141908,8347500,23143191.53,26,1.04,2.772469785
P04837,Karapakkam,1527,2010,21-06-2010,81,2,2,4,Normal Sale,No,03-07-1963,1963,House,NoSewer ,No Access,RH,3,5,2.7,3.48,284581,97016,6467750,40862051.96,47,1.04,6.317815617
P06937,Chrompet,796,2009,14-04-2009,72,1,1,2,Ab Normal,No,23-04-1974,1974,House,ELO,No Access,RH,4.4,4.5,3.5,4.17,175586,28320,5664050,22350845.37,35,1.04,3.946088994
P04414,Velachery,1525,2010,06-09-2010,88,2,1,4,Normal Sale,No,15-09-1972,1972,Commercial,AllPub,No Access,RM,2.7,3.6,3.6,3.38,489510,119070,13230010,58725546.34,38,1.04,4.43881345
P06341,Karapakkam,1624,2009,10-09-2009,140,2,2,4,Partial,No,20-09-1969,1969,Commercial,AllPub,No Access,RM,2.6,5,3.8,3.8,420350,288240,12010000,57660257.74,40,1.04,4.801020628
P06228,Velachery,1961,2009,02-10-2009,37,3,2,5,Partial,No,08-10-1984,1984,Others,AllPub,No Access,RL,3.1,4.2,2.1,3.3,340507,82547,10318400,27507165.6,25,1.04,2.665836331
P05139,Velachery,1868,2010,22-04-2010,125,3,2,5,Ab Normal,No,04-05-1962,1962,House,ELO,Gravel,C,4.2,2.7,2.1,2.9,290751,64611,8076410,53066280,48,1.04,6.570528242
P05701,KK Nagar,1551,2010,09-01-2010,33,2,1,4,Normal Sale,No,11-01-2001,2001,Others,NoSewer ,Gravel,RH,3.5,5,2.1,3.39,424266,115709,9642400,13724141.82,9,1.04,1.423311812
P03722,Velachery,1786,2011,24-01-2011,135,2,1,4,Adj Land,No,07-02-1956,1956,Commercial,NoSewer ,Gravel,C,2.3,4.4,3.8,3.7,406817,244090,13560550,117249490.9,55,1.04,8.64636692
P09847,Velachery,1923,2005,16-02-2005,98,3,2,5,Family,No,20-02-1989,1989,House,ELO,Gravel,RM,3.8,2.1,3.6,2.98,353522,165714,11047570,20691891.42,16,1.04,1.872981246
P05151,Karapakkam,1103,2010,19-04-2010,158,1,1,3,Partial,No,30-04-1966,1966,House,NoSewer ,Gravel,RH,4.4,4.3,4.2,4.29,218173,137137,6233500,35010546.74,44,1.04,5.616515078
P06494,KK Nagar,1601,2009,07-08-2009,93,2,1,4,Ab Normal,No,12-08-1990,1990,Others,NoSewer ,Paved,RM,4.7,2.8,4.3,3.97,480885,194400,10231600,21556438.03,19,1.04,2.106849176
P07524,Chrompet,1219,2008,14-10-2008,159,2,1,4,Partial,No,23-10-1972,1972,House,NoSewer ,Gravel,RM,3.4,2.7,3.9,3.27,317863,57793,9632200,39529899.15,36,1.04,4.103932554
P05557,Chrompet,1177,2010,04-02-2010,114,1,1,3,Ab Normal,No,11-02-1981,1981,Commercial,ELO,No Access,RL,3.2,2.6,4.8,3.44,320735,148031,12335950,38471528.38,29,1.04,3.118651452
P04513,Chrompet,1179,2010,16-08-2010,54,1,1,3,Adj Land,No,25-08-1972,1972,Others,NoSewer ,Gravel,RH,3.1,2.7,4.2,3.27,268045,64701,9242930,41027642,38,1.04,4.43881345
P05738,Adyar,1281,2010,01-01-2010,56,2,2,4,Partial,No,07-01-1985,1985,House,AllPub,No Access,A,4.9,3.9,3.4,3.95,239256,12933,6466375,17238297.41,25,1.04,2.665836331
P04099,Karapakkam,1419,2010,08-11-2010,115,2,2,4,Adj Land,No,12-11-1993,1993,Others,NoSewer ,Paved,RL,4.6,3.4,4.6,4.24,349175,113482,8729375,17003953.89,17,1.04,1.947900496
P04763,Karapakkam,1395,2010,03-07-2010,77,2,2,4,Partial,No,04-07-2005,2005,House,NoSewer ,Gravel,RH,2.5,3.1,2.4,2.64,293750,193256,7730250,9405031.099,5,1.04,1.216652902
P05045,Chrompet,990,2010,10-05-2010,4,1,1,3,Normal Sale,No,15-05-1988,1988,House,AllPub,No Access,RH,4.3,2.9,3.2,3.41,181675,83850,6987500,16559807.56,22,1.04,2.369918792
P00550,Chrompet,977,2014,12-01-2014,12,1,1,3,Normal Sale,No,15-01-2004,2004,House,NoSewer ,Paved,RL,3.7,4.4,2.4,3.59,231619,66177,8272100,12244728.75,10,1.04,1.480244285
P06708,KK Nagar,1606,2009,19-06-2009,178,2,1,4,Adj Land,No,22-06-1999,1999,House,NoSewer ,Gravel,RH,2.1,2.1,3.5,2.66,277830,175959,9261000,13708542.32,10,1.04,1.480244285
P04312,Adyar,1015,2010,24-09-2010,14,1,1,3,Partial,No,27-09-1998,1998,House,AllPub,No Access,RL,3.7,2.7,2.6,2.95,269276,39599,7919880,12679983.05,12,1.04,1.601032219
P08573,T Nagar,1553,2007,03-11-2007,117,1,1,4,Adj Land,No,12-11-1968,1968,Others,NoSewer ,Paved,RH,3.8,4.3,2.4,3.295,394033,173838,11589220,53500081.04,39,1.04,4.616365988
P06769,KK Nagar,1917,2009,30-05-2009,165,3,2,5,Family,No,06-06-1982,1982,House,NoSewer ,Paved,RH,3.2,2.3,3.1,2.89,385200,179163,8958140,25829619.38,27,1.04,2.883368576
P01546,KK Nagar,1818,2012,21-03-2012,96,3,2,5,Partial,No,24-03-2002,2002,Others,NoSewer ,Gravel,RH,2.1,2.7,4.4,3.2,354696,121610,10134160,15001032.42,10,1.04,1.480244285
P03507,Anna Nagar,1512,2011,14-03-2011,193,1,1,4,Normal Sale,No,25-03-1966,1966,House,ELO,Gravel,RH,4,4.9,2.8,3.745,362364,124239,10353250,60475152.12,45,1.04,5.841175681
P07987,Velachery,1775,2008,30-05-2008,106,2,1,4,Family,No,06-06-1981,1981,House,NoSewer ,Gravel,I,2.1,3.2,2.6,2.75,287479,174230,8711490,25118436.52,27,1.04,2.883368576
P08396,Velachery,1503,2008,14-01-2008,110,2,1,4,Family,No,16-01-2000,2000,House,NoSewer ,No Access,A,4.1,4.1,3.5,3.92,214825,65641,5967360,8166744.209,8,1.04,1.36856905
P07690,Chrompet,1226,2008,01-09-2008,147,2,1,4,Ab Normal,No,11-09-1969,1969,Commercial,ELO,Gravel,RM,2.3,3.6,2.7,2.94,471598,142909,14290850,65971793.89,39,1.04,4.616365988
P01868,Karapakkam,589,2012,24-01-2012,168,1,1,2,Ab Normal,No,30-01-1986,1986,Others,AllPub,No Access,RM,5,2.1,4.3,3.85,286840,58539,5853875,16229691.56,26,1.04,2.772469785
P00729,Chrompet,851,2013,06-09-2013,188,1,1,3,Normal Sale,No,08-09-2006,2006,House,ELO,No Access,RH,4,5,2.7,4.01,175447,103969,6498050,8550990.498,7,1.04,1.315931779
P04871,KK Nagar,1558,2010,15-06-2010,129,2,1,4,Family,No,21-06-1984,1984,Commercial,NoSewer ,Paved,RM,3.7,3.1,2.6,3.08,420773,122160,13573320,37631619.58,26,1.04,2.772469785
P01602,Anna Nagar,1617,2012,11-03-2012,86,1,1,4,Partial,No,13-03-2005,2005,Others,AllPub,Paved,RM,2.3,2.1,3.6,2.77,367695,78792,13131950,17280750.33,7,1.04,1.315931779
P08270,KK Nagar,1678,2008,06-03-2008,111,2,1,4,Partial,No,13-03-1980,1980,Commercial,NoSewer ,Paved,RM,3.3,4.3,3.9,3.84,607132,268268,14119360,42339771.7,28,1.04,2.998703319
P01415,Chrompet,1254,2012,22-05-2012,21,2,1,4,Family,No,26-05-1998,1998,Others,ELO,Gravel,RM,2,3.7,3,2.98,357360,54145,10829080,18752462.79,14,1.04,1.731676448
